DOCUMENT_INDEX,DOCUMENT,TRUE_SENTIMENT
3513,Lurid allegations against  Harvey Weinstein  spread like wildfire on Tuesday as A-list actresses Angelina Jolie and Gwyneth Paltrow accused the studio head of harassment  and the New Yorker published an exposé with claims  he  raped three women and forced  himself  on four more.,Negative
3514,"MINNEAPOLIS (AP) — Garrison Keillor  whose stories of small-town characters entertained legions of public radio listeners for 40 years on ""A Prairie Home Companion "" became another celebrity felled by allegations of workplace misconduct on Wednesday when Minnesota Public Radio terminated his contracts.",Neutral
3515,"President Donald Trump said  he  was surprised to hear about the FBI's July predawn raid of  his  former campaign chairman's home  saying it was a ""very strong signal.""",Neutral
3516,The man who assaulted Redskins left tackle Trent Williams in a Honolulu nightclub was the club’s owner  Michael Miske Jr.  police have told the the Honolulu Star Advertiser.,Neutral
3517,The price of  Bitcoin  smashed another record early Thursday morning — $7 000 for each unit of the digital currency.,Positive
3518,Just two of  Oscar Perez 's relatives were allowed to see the early morning interment at a Caracas cemetery after authorities denied relatives' demands that they hand over the body of  Perez  and six others killed. The cemetery was surrounded by National Guard officers.,Neutral
3519,The district of Altun Kupri  or Perde in Kurdish  lies on the road between the city of Kirkuk - which fell to Iraqi forces on Monday - and Erbil  capital of the semi-autonomous region of Kurdistan in northern Iraq that voted in a referendum last month to secede from Iraq against Baghdad’s wishes.,Positive
3520,“An outstanding debt owed by the U.K. to Tehran will be transferred to the Central Bank of Iran in the coming days. The payment ... has nothing to do with  Nazanin Zaghari-Ratcliffe’s  case ” Hamid Baeedinejad wrote on his Telegram channel.,Neutral
3521,"Peter Jackson said he did not cast Ashley Judd and Mira Sorvino in ""Lord of the Rings"" on the advice of Harvey Weinstein.",Negative
3522,Charles Manson  spent over 46 years in prison for the vicious murders of seven people in 1969  including actress Sharon Tate. After  his  lengthy trial and conviction   Manson  became a constant and morbid presence in pop culture. (Erin Patrick O'Connor/The Washington Post),Negative
3523,For  Abbie Brabham  a senior on Kingwood’s varsity girls’ basketball team   sports were a welcome distraction from Harvey’s fallout — destroyed homes  friends’ families starting over from scratch — and an opportunity to spend more time with  her  teammates  whom  she  considers  her  sisters.,Positive
3524,Pope Francis  kisses a baby upon  his  arrival for  his  weekly general audience at St. Peter's square in the Vatican on Sept. 27  2017. (Photo: Vincenzo Pinto  AFP/Getty Images),Neutral
3525,Last month  the Department of Homeland Security instructed federal civilian agencies to identify Kaspersky Lab software on their networks and remove it on the grounds that “the risk that the Russian government  whether acting on its own or in collaboration with  Kaspersky   could capitalize on access provided by  Kaspersky  products to compromise federal information and information systems directly implicates U.S. national security.” The directive followed a decision by the General Services Administration to remove  Kaspersky  from its list of approved vendors. And lawmakers on Capitol Hill are considering a governmentwide ban.,Neutral
3526,That growth will come   Lance  said  regardless of what members of the Organization of the Petroleum Exporting Countries decide this month when they meet in Vienna to debate extending an agreement to curb oil production.,Positive
3527,Dunbar-Ramer School principal James Owens (left) stands with sixth-grade student Amari Bell (right) who is credited with helping a first-grader suffering from an allergic reaction. (Photo: Andrew Yawn / Advertiser),Neutral
3528,Houston Mayor Sylvester Turner  went to Austin Monday to convince lawmakers that  he  has hit upon a solution to Houston’s $8.1 billion pension problem.,Neutral
3529,Dear Carolyn : My girlfriend and I just went on our first vacation together. I thought it went well  but after we were home  she  told me  she  felt I had been cheap because I wanted to split all costs 50-50.,Neutral
3530,Jimmy Butler told reporters after the Timberwolves’ loss in overtime Wednesday in Cleveland that Friday night will be just another game.  Zach LaVine  doesn’t agree.,Positive
3531,Skip in Skip x Embed x Share CLOSE SportsPulse: USA TODAY Sports' Sam Amick and AJ Neuharth-Keusch break down the drama between LeBron James and the New York Knicks.  USA TODAY Sports,Positive
3532,Gutierrez  who came forward in 2015 to accuse  Harvey Weinstein  of groping her long before it was known that  he  was a power perv  was honored by the magazine along with creep-slayers Rose McGowan  Ashley Judd and Selma Blair on Wednesday.,Negative
3533,"""We are approaching the time when machines will be able to outperform humans at almost any task "" Vadri said  according to a report from The Guardian. ""Society needs to confront this question before it is upon us: if machines are capable of doing almost any work humans can do  what will humans do?""",Positive
